paper_trading_only,simulated_results,demo_results,predictions_count,cities_evaluated,average_model_probability,average_market_probability,average_raw_edge,average_confidence,risk_reports_count,paper_orders_created,paper_orders_skipped,trade_allowed_count,trade_blocked_count,watch_decision_count,simulated_positions_count,simulated_total_cost,simulated_unrealized_pnl,market_snapshots_count,weather_snapshots_count,mock_market_count,fallback_market_count,apify_missing_token_count,agent_runs_count,latest_agent_status,latest_agent_summary_count,outcome_data_available,accuracy_metrics_available,message
True,True,True,5,5,0.22387878787878793,0.488,-0.2641212121212121,0.7695606060606061,5,0,5,0,5,5,0,0,0,5,15,5,5,5,1,partial,5,False,False,"Realized weather outcomes are not available yet, so accuracy, Brier score, and log loss are not computed."
